name,company,company_review,location,description,salary_low,salary_high,state
Business Analyst- JDEdwards Finance,Worthington Industries,3.4 ,"– Worthington, OH","We are dedicated to the belief that people are our most important asset. In filling job openings every effort is expended to find candidates within Worthington, its divisions or subsidiaries. Employee development, opportunity to grow and continuing to evolve both as an employee and as a company are instrumental to our success. We encourage employees to inquire about open positions and apply to those that help further their career goals.

Summary

Worthington Industries is looking for an entry level JDEdwards Business Analyst. This person is responsible for supporting and improving how the organization utilizes JDE EnterpriseOne software. This includes production system issue resolution, trouble-shooting, and training. Also includes the analysis of business requirements, developing alternatives for improvement, creating formal system requests (as required), testing, documenting, and implementation planning. Plays a role in the implementation of JDE for new acquisitions, and additional applications/systems.

This person should have a basic knowledge of JDE applications, and will be trained on Worthington Industries' specific requirements and initiatives. This position comes with the opportunity to travel domestically and internationally.

Responsibilities
Has a basic knowledge of JDE functional applications supported: (Manufacturing, Distribution, with an emphasis on Finance & Accounting) Current functionality, planned functionality, pain-points, workarounds, impacts, timetables, etc.
Manages the research, resolution, escalation and prioritization of business issues.
Meets with business partners, stakeholders, and solution leads to understand current system needs, future goals, and help to establish realistic timetables for completion.
Facilitates and executes efforts related to system configuration changes (set-up, testing, compliance, and analysis of results).
Develops necessary documentation associated with recommended business system changes.
Meets with internal IT staff to communicate/educate the business' desired system changes.
Willingness to travel.
Other duties as assigned.
Desired Experience
Ability to work effectively with cross functional departments
Detail and process oriented
Flexible and adaptable to change
Self-motivated and possesses the ability to complete tasks on time and with little supervision
Very good problem solving skills
Must have above average written, verbal communication skills
Excellent organizational skills
Education

Bachelors in Business or Information Systems

Bachelors or equivalent in Accounting or Finance

Worthington Industries Inc., and its subsidiaries, is an equal employment opportunity employer. Qualified applicants are considered regardless of race, color, religion, age, national origin, sex, disability or veteran's status.

Nearest Major Market: Columbus

Nearest Secondary Market: Dublin

Job Segment: Business Analyst, Financial, Information Systems, Financial Analyst, Finance, Technology

SDL2017",40000,64000,OH
Project Facilitator - Entry Level Project Manager,Concert Technologies,3.8 ,"– Martinsburg, WV","Our Project Facilitators learn to manage individual projects, analyze and input data into our proprietary database, meet tight deadlines, and provide superior customer service!
Summary: Plans and coordinates activities of designated jobs to ensure that goals or objectives of the jobs are accomplished within prescribed timeframe and parameters by performing the following duties personally or through team members.
Essential Duties and Responsibilities include the following.
Manages individual projects implementing processes and procedures to execute them efficiently and effectively.
Analyzes project data and inputs into COPS (company database).
Plans, executes, and finalizes jobs according to deadlines.
Assesses and prioritizes call volume.
Provides superior customer service.
Maintains working knowledge of other team members' jobs.
Responds promptly to customers, team members, and management.
Adheres to company policies and guidelines as stated in the Company Handbook.
Assist Team Leader and Project Manager as needed.
Performs other duties as assigned.
Supervisory Responsibilities
This job has no supervisory responsibilities.
Competencies
To perform the job successfully, an individual should demonstrate the following competencies:
Technical Skills - Pursues training and development opportunities; Strives to continuously build knowledge and skills; Shares expertise with others.
Customer Service - Manages difficult or emotional customer situations; Responds promptly to customer needs; Solicits customer feedback to improve service; Responds to requests for service and assistance; Meets commitments.
Teamwork - Contributes to building a positive team spirit; Puts success of team above own interests.
Planning/Organizing - Prioritizes and plans work activities; Uses time efficiently; Sets goals and objectives.
Professionalism - Approaches others in a tactful manner; Treats others with respect and consideration regardless of their status or position; Accepts responsibility for own actions.
Quality - Demonstrates accuracy and thoroughness; Looks for ways to improve and promote quality.
Attendance/Punctuality - Is consistently at work and on time; Ensures work responsibilities are covered when absent; Arrives at meetings and appointments on time.
Dependability - Follows instructions, responds to management direction; Takes responsibility for own actions; Keeps commitments.
Qualifications: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Education and/or Experience
High School Degree or equivalent required. Associate's degree (A. A.) or equivalent from two-year college or technical school; or six months to one year related experience and/or training; or equivalent combination of education and experience.
Language Skills
Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Ability to write routine reports and correspondence. Ability to speak effectively before groups of customers or employees of Concert Technologies.
Computer Skills
Project Facilitator must be computer savvy, have excellent typing skills, be able to successfully navigate windows-based programs, and be proficient in Microsoft Office programs.
Physical Demands
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
While performing the duties of this Job, the employee is regularly required to sit; use hands to finger, handle, or feel and talk or hear. Specific vision abilities required by this job include close vision, distance vision, depth perception and ability to adjust focus.
Work Environment
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
The noise level in the work environment is usually quiet.
Employment Type:
Full-time.
Disclaimer:
This job description is a summary of typical functions of the position, not an exhaustive or comprehensive list of all possible job responsibilities, tasks and duties. The responsibilities, tasks and duties of this position might differ from those outlined in the job description and that other duties, as assigned, might be part of the job to meet business or organization needs.",,,WV
SAP Freshers / Entry Level Consultants Project Program,SAPSOL TECHNOLOGIES INC.,3.2 ,"– Boston, MA","If you answer YES, to any of the below questions then this might be the right opportunity for you:
Are you trained and/or preparing for certification but do not have the right experiences?
Have you been taking a break for some time from real time projects?
Have you been on leave and need to get back to the job market?
Are you new immigrant and do not possess the relevant North American experience?
Should you be interested in making a career in SAP as a seasoned consultant
SAPSOL Technologies is a specialized SAP, Cloud, and Big Data consulting company looking for number of positions
We are looking for SAP consultants in the FICO, SD, MM, HCM, Success Factors, BIBO, PS, PP, ABAP, Hana Cloud, and BASIS to implement the project. for SPIL (SAPSOL Product Innovation Lab) project program. The project is ideal for candidates who want to work in real time world and new technology areas to get gainful employment after completion of the program.

Requirements:
Must be trained in their respective domain.
Must not have more than 1 year of domain experience.
Preparing for Certification examination in their domain.
Be able to communicate effectively in a team environment.
Conduct requirement gathering workshops and document functional design documents.
Configuration and integration of respective modules as per blueprint.
Develop test strategy and document test results.
Troubleshoot and resolve issues for cross-functional areas.
Develop support model and monitor support tickets.
Provide support and resolve help desk tickets.
Hard Worker and self-starter.
Other:
Please note that this is not a training program and you must be already trained in the area.
Candidates with experience, who are senior and currently employed do not apply
This project is for candidates who want to gain experience in sap projects.
This is not a paid program, any facility usage, administrative and other charges as applicable will have to be borne by the consultant.
SAPSOL may deploy you at its clients project upon successful completion of the program based on performance.
On completion of program, the financials for project deployment are as mutually agreed and based on client agreed rate.
Those sitting on the sidelines and waiting for a career breakthrough to apply for this project program.
Need more info call us @ 905-507-8200, Ext 228, Contact: Bimal.
Email your resumes as soon as possible.",,,MA
Project Manager I,Duke Energy,3.7 ,"– Cincinnati, Ohio","Job Description

More than a career - a chance to make a difference in people's lives.

Build an exciting, rewarding career with us - help us make a difference for millions of people every day. Consider joining the Duke Energy team, where you'll find a friendly work environment, opportunities for growth and development, recognition for your work, and competitive pay and benefits.

Position Summary

This position has single point accountability, or can possibly be under the general direction of a Project Director or Senior PM. The Project Manager I (PM-I) position is responsible for the management, or the assistance of managing, all phases of project planning and execution to ensure all project success factors are met, including but not limited to scope, schedule, cost, quality, environmental, safety, communications, security, and integration.

This position typically is assigned to multiple 'White' or 'Green I' projects per the Project Management Center of Excellence Project Profile Matrix. In aggregate, these projects are typically less than $10M with a Low to Moderate level of complexity impacting only the facility or department level within the Company. The PM-I serves as the unifying agent providing leadership, management, direction, coordination, and control of the overall project in accordance with the established policies, procedures, systems, and requirements of The Company.

The Hardening and Resiliency (H & R) Strategic Program is one component of the Grid Improvement Plan (GIP) which will build a better energy future for our customers by making smart investments to strengthen the distribution electrical grid. The project manager position identified in this job posting will be specifically responsible to coordinate all activities to execute assigned scopes of work and will require coordination with key stakeholders. H & R scope of work hardens the grid by reducing the number of events that impact customer reliability through replacement of distribution components experiencing higher equipment failure rates and updating existing components to current standards. Resiliency refers to scope that reduces the impact of events once they occur. Other work streams may be assigned as required.

This position can be considered Entry Level for the PM Career Path; minimum qualifications must be met to be placed within this position.

Create / Staff / Lead Project Team

Provide leadership, oversight management, delegation, and coordination to the various internal and external organizations that are providing services to the project (development, engineering, project controls, estimating, construction management, supply chain, legal, EHS, QA/QC, operations, communications, regulatory, security, fuels, transmission, etc.). The PM manages all matrixed members of the team on a daily basis and is responsible for interfacing with functional managers of team members, regarding placement, development and conflict resolution.

Establish and maintain communications among all project/programs stakeholders

Structure, lead, and/or assist in leading all project related meetings and reports required to ensure open communication between all team members, key stakeholders, and management (monthly project reviews, kickoff meetings, weekly reports, monthly reports, etc.) and to properly report project status. Assure that Project Plan, all appropriate reports and reporting means are developed and managed according to PMCoE Standards. Present reports to appropriate management / governance team skillfully.

Plan (or assist in planning) the project (s) assigned to, including scope, schedule, cost, safety, and quality aspect of the project

Drive the process of project planning including scope definition, estimating, schedule formation and monitoring, cost control measures, procurement/contracting strategies, equipment selection, vendor selection, start-up and commissioning plans, and integration processes. This includes project planning and execution activities like scope definition, detailed design, construction, start-up and commissioning, turnover to operations, and warranty management.

Execute projects (or assist in project execution) according to Plan within designed scope, cost and schedule limits

Includes objectives, stakeholders, scope, roles and responsibilities, assumptions and constraints, deliverables, WBS, schedule, external communication, regulatory strategy, procurement strategy, contractor and supplier strategy, resource plan, budget, lessons learned, risk plan, quality plan, safety plan, environmental plan, security plan, integration plan, data management plan, communications and reporting plan, change management, and project close out.

Basic/ Required Qualifications:
Associates degree with 2 or more years of directly work-related experience Or 5 years of directly work related experience in lieu of degree.
Working Knowledge to Proficiency in Project Management
Project related work experience
Desired Qualifications:
Bachelor's degree from an accredited College or University
PMI (PMP or CAPM) Certification
CMII certificates
Professional Engineer License
Utility Experience
Construction Management knowledge
Working knowledge to proficiency in project related Scheduling/ Cost Controls
Experience with Risk Management
Project Leadership
Proven Collaborative Team Member
Travel Requirements5-15%

Relocation Assistance Provided (as applicable)No

Represented/Union PositionNo

Visa Sponsored PositionNo

Posting Expiration DateMonday, November 26, 2018

All job postings expire at 12:01 AM on the posting expiration date.

Please note that in order to be considered for this position, you must possess all of the basic/required qualifications.
Duke Energy is an Equal Opportunity Employer and complies with the laws set forth in the Department of Labor EEO Poster and Supplement.",72000,101000,OH
Entry Level Part-Time Business Analyst,milk + honey spa,3.6 ,"– Austin, Texas","milk + honey is a thriving collection of premier spa and salons in Austin and Houston, Texas, offering a full range of services including massage, facials, waxing, natural nail therapy, hair care, makeup application, and bridal packages in a modern, inviting space.

milk + honey abides by and exemplifies its core Four Principles, which have become an essential part of our processes, culture, and growth:

Care. Be kind, compassionate, and listen to one another.

Thrive. Enjoy what you do and push yourself to improve.

Inspire. Surprise, delight, and go above and beyond.

Simplify. Do more with less.

milk + honey is looking for an exceptional part-time Business Analyst to join our growing team!

Underlying the award-winning services that milk + honey provides in its locations is technology and data which allow us to work efficiently and with intelligence. The Business Analyst will support milk + honeys current business intelligence help to develop new systems to support milk + honeys future growth.

The part-time Business Analyst is a new role that will report to the Controller and work closely with the co-founder of milk + honey to ensure that the milk + honey leadership team is provided with actionable business insights. This part time position will average between 20-25 hours per week. The Business Analyst will work with a variety of data sources to create reports, dashboards, and visualizations to support sound data-driven decision making. milk + honey does most of its business reporting using a tool called Domo. While milk + honey is a 12-year-old company with a long term track record of success, we have a growth oriented mentality and needs team members to wear multiple hats.

Responsibilities:

Manage milk + honeys data and analytics strategy
Collaborate with senior leaders to identify their data needs and help create solutions that address these needs
Use Domo, Google Sheets, and Excel to bring together dozens of data sources and create data processing scripts for large volumes of data
Create useful business processes, dashboards, and visualizations
Analyzes marketplace and industry trends and best practices
Partner with cross functional teams to support systems development and projects focused on future growth and investment
Support Controller in budgeting process and reporting needs
Support payroll function by automating specific wage reports
Qualifications:

1-2 years of experience in data science, business analytics, business intelligence or similar tasks, including data warehousing and business intelligence tools
Understanding of business metrics (financial, operational, and marketing)
Eagerness to bolster your skillset around business analytics
Knowledge of BI software (particularly Domo) , Google Sheets, Excel
Basic knowledge of SQL or ETL concepts
Degree in Computer Science, Math, Statistics, Business, Economics or comparable work experience
Understanding of how to use data to tell a story to non-technical audience
Ability and willingness to learn new applications
Exceptional communication skills; verbal and written
Self-driven, conscientious individual who is detailed and organized
Creativity and common sense to determine the best solution for a real-world problem with quantitative data
Willingness to question the validity and accuracy of data
Enjoys collaborating with others in team environment",37000,61000,TX
Entry Level Project Manager,"Framework Solutions, Inc.",3.7 ,"– Cincinnati, OH","Job Description
Framework Solutions, a growing company serving the project management needs of pharmaceutical companies nationwide, is currently seeking candidates for the Client Process Manager position located in our new Cincinnati office. We are in Inc 5000 company, that values our associates with competitive wages, a full benefits plan, paid time off, training, and performance bonuses. We are recognized in the Pharmaceutical industry for the great work we do, and are viewed as a valuable part of their ability to bring products to the consumer market more efficiently.

Your responsibilities as a Client Process Manager will include:
Managing the progress of marketing projects through an FDA-regulated review and approval process;
Participating in live meetings with legal, medical and regulatory professionals on a weekly basis;
Arranging regular and ad-hoc meetings to assess the compliance of marketing projects with company standards and FDA regulations;
Prioritizing project reviews in collaboration with client representatives;
Managing projects through a regulated process using process / document management software applications; and
Analyzing processes to identify opportunities for improvement.
Please contact us if you:
Are organized;
Have excellent communication skills;
Pay close attention to detail;
Excel at time management; and
Have an aptitude for building professional working relationships with clients.
Bachelor's Degree required.
Company Description
Framework Solutions, Inc. is a fast growing company and a member of the INC 5000 for two consecutive years and counting.",,,OH
Assistant Project Manager,The Haskell Company,3.4 ,"– Jacksonville,FL","Haskell is looking for an entry level, Assistant Project Manager, team member.
With customer service a top priority, the Haskell culture is responsive, entrepreneurial and collaborative. Excellence and delivering successful results are only possible with talented and creative professionals– and we seek the best to join our team.

Assistant Project Manager, Consumer& Packaged Goods Industry

Our APM’s identify and qualify subcontractors& vendors for assigned scopes of work. Additionally, he/she prepares& transmits bid packages and invitations to bid; receives and analyzes received bids. He/she will participate in design review meetings and reviews& monitors design with particular attention to scope, cost changes and construct-ability.

Responsibilities/ Duties:
Identifies and qualifies subcontractors and vendors for assigned scopes of work. Prepares and transmits bid packages and invitations to bid. Receives and analyzes received bids. In conjunction with project manager, may negotiate and award subcontracts and purchase orders. Prepares and maintains purchase control log.
Participates in design review meetings and reviews and monitors design with particular attention to scope, cost changes and construct-ability. May be responsible for applying for, tracking and expediting project permits.
Prepares detailed estimates and cost codes for initial cost control reporting and updates labor cost reports and summary cost reports. Works with accounting to maintain subcontractor and vendor requirements for payment processing.
Works with project team to prepare and update progress schedules including short term interval schedules. Assists in planning construction operations and sequences.
As directed by project manager, may interact with client including correspondence, periodic reports, change order requests, submittal of pay requisitions, and response to client inquiries and directives.
Checks, approves and transmits submittals; maintains submittal control log; prepares and manages requests for information and maintains RFI log.
Assists superintendent with subcontractor coordination, safety and quality management, and job site reporting and controls.
Assists in preparation of project close-out requirements including unit cost history, operations and maintenance manuals, punch list management and agency inspections.
Education/Experience:
Bachelor’s degree in engineering or construction management, or equivalent.
Specific Knowledge, Skills, License, Certifications Etc..:
Knowledge of the construction industry, including methods, engineering, equipment, technology, safety, etc.
Ability to monitor resources, including budgets, schedules and materials, in an environment of multiple, competing demands.
Excellent organizational, communication, collaboration and analytical skills.
Ability to understand and execute the company vision and values of Team, Excellence, Service and Trust
Here at Haskell, we are in the business of building meaningful relationships, both with our clients and employees. If you’re searching for a fast-paced, dynamic position filled with opportunities to work with industry leaders around the globe, come build your career at Haskell. Specializing in consumer products, aerospace, government and healthcare, Haskell is an industry leader in Engineering Procurement and Construction (EPC). With 23 offices in three countries, we are constantly expanding our capabilities in engineering, architecture and construction.",58000,82000,FL
Jr. Project Manager,Ary Corporation,,,"Job Description
POSITION SUMMARY

This is an entry level position that we anticipate requiring training. Our ideal candidate is a recent or soon to be college graduate with a BS degree in construction management or civil engineering.

Responsible for assisting in preparation of estimates of heavy civil and similar roadway projects…and then taking off with the project and taking on project engineer responsibilities.

This position will work closely with Project Owners, Vendors, Subcontractors, Project Managers, Accounting and the Chief Estimator.

RESPONSIBILITIES:
Travel as required to manage awarded projects
Travel as required to visit sites and develop scope of work for bidding
Manage projects from start to completion and prepare necessary closeout documentation
Review plans and coordinate to complete projects per plans and specifications
Participate in developing bid package estimate documents
Create, send and manage subcontractor requests for proposal
Oversee organizational and subcontracted workers in efficiently completing projects in a profitable manner
Review specs to ensure project standards are upheld
Prepare and submit budget estimates, quantity/progress reports, man hour reports, equipment hour reports, and cost tracking reports
Study job specifications to determine appropriate construction methods
Evaluate construction methods and determine cost-effectiveness of plans
Maintain files of working documents for back-up to estimating figures including current (accurate) information on prices from suppliers
Performs other duties as directed
REQUIREMENTS:
High School Graduate or General Education Degree (GED)
Bachelor's degree; Construction Management, Civil Engineering or equivalent a plus
Superior computer and technology skills
Exceptional time-management skills; detail-oriented mindset
Ability to work in a fast-paced environment; able to recognize when to pivot
Valid Driver’s License
Ability to pass a background investigation and drug screening

Company Description
Headquartered in Canon City, CO Ary Corporation and its affiliated companies provide general contractor services specializing in heavy highway construction, aggregate processing, and trucking. We are a leading supplier of construction aggregates and materials serving Colorado and the surrounding states.",,,
Business Analyst,COllabera,3.8 ,"– Littleton, CO","Position: Business Analyst
Location: Highland Ranch,CO,80129
Duration: 6 Months
Description:
The main function of a business systems analyst is to analyze science, engineering, business and all other data processing problems for application to electronic data processing systems.
A typical business systems analyst is responsible for analyzing user requirements, procedures and problems to automate or improve existing systems and review computer system capabilities, workflow and scheduling limitations.
An entry level business systems analyst typically has a Bachelors degree in a computer related major with broad knowledge and experience related to computer systems and technologies.
As the levels progress, the years experience increase along with leadership expectations, with the introduction of a supervisory role at Level 4.
The technical skills, including using computer technology to meet the needs of the organization, increase across levels, starting from basic at Level 1 to expert at Level 5.
Skills
Basic knowledge of design techniques and principles involved in production of drawings and models (Preferred)
Basic knowledge of computer software, such as Visio, Excel, Word and PowerPoint

Must Haves:
3-7 yrs experience with projects Business side BA / Agile or Waterfall experience / Excel skills /
This contractor NEEDS to be personable and have the ability to build relationships and influence others

Nice to have:
JIRA (tool used to document stories for each sprint) / Scrum Master Certified is nice to have

Education/Experience:
Bachelor degree in a technical field such as computer science, computer engineering or related field required.
MBA or other related advanced degree preferred. Call Center experience is helpful but not required
3-7 years experience required
Associated topics: analyse, business analyst, business analytic, forecasting, government, investment banking, investment fund, market, refinement, regulation",,,CO
Treatment Guide/ ECS Crisis Consultant-FT 2nd Shift,Bradford Health Services,2.8 ,"– Madison, AL","Job Description
Entry Level Qualifications:

High School Diploma or GED. College classes preferred. Knowledge of chemical dependency desired. Knowledge of marketing andcustomer service desired. Computer data entry skills desired. Must be able to interact with the professional community. Must have reliable transportation. Must be available for 24 hours a day on call schedule. Must be self-motivated and able to work under minimal supervision.

GENERAL RESPONSIBILITIES:

Responsible for the day-to-day functioning of the crisis response call center. Assist in the on-the-job training needs of the crisis consultants. Communication with the Regional Director! Administrator as to performance and goals of the of the crisis department. Handling of inquiries from prospective patient and referral sources over the phone. Schedule screening session and notify designated counseling staff member. Facilitate initial consultation with potential patients. Appropriately document on inquiry the action of crisis response inquiry process. Successful complete the corporate crisis response­ training seminar. Maintain information retrieval system as taught in the Crisis Training.

Interested applicants please visit our site at bradfordhealth.net

Bradford prides itself in offering a comprehensive employee benefit package. This package includes:
401K Plan
Blue Cross and Blue Shield major medical insurance for employees and their families.
Dental Insurance
Short Term Disability
Company paid life insurance
Voluntary life insurance
Reimbursement for drug/alcohol counselor tuition/certification/licensure/supervision fees
Employee Assistance Program
Paid Sick, vacation and holiday leave
In addition to the generous benefits listed above, Bradford offers its employees the opportunity to work in a professional environment that is conducive to both personal and professional growth and development.
Company Description
Bradford is a privately-held, for-profit company that has been helping individuals and their families for over 30 years. Our client-focused culture provides a unique and rewarding opportunity to make a positive impact in people lives while growing professionally.",,,AL
Business Analyst (Entry Level),"CSG Systems, Inc.",3.9 ,"– Bogota, New Jersey","The Business Analyst (Entry level) will be responsible for operational tasks and helping to identify customer requirements that feed the software development cycle, provide quality assurance and testing of those software changes/enhancements and drive the software release and distribution process.

What your day will look like (most days):
Execute operational tasks to check the solution sanity.
Generate statistics and send them to the customer to ensure that all services/technologies are operating normally.
Be aware of the automatic monitoring tools.
Perform the Incident Management process for every alarm received.
Troubleshooting task for received alarms.
Be prepared to receive business requirements from the customer or internal team and translate into system requirements.
Review test plans and perform and/or monitors testing to ensure coverage of system requirements
Responsible for working with internal teams to determine the production impact of process implementations
Develop and maintain supporting documentation for all client processes and procedures
Identify areas of automation, process improvements and be able to lead the initiative to completion
Execute testing efforts for projects that introduce new systems and technologies into the solution
To be considered for this role, you will need:
Bachelor's Degree in Computer Science, Information technology, Electrical Engineering, Administration or related.
Fluency in English and Spanish language.
Date Posted 2018-11-21T08:00:00",57000,93000,NJ
Entry level Business Analyst,Digiinfotek,3.5 ,"– Seattle, Washington","The Business Analyst is responsible for the set of tasks and techniques used to understand the structure, policies, and operations of the organization, and to recommend automated solutions that enable the organization to achieve its goals. The role has expertise and a generalized understanding of the IT organization's systems and capabilities.

The ideal candidate will have the following skills:
Intermediate analytic and problem solving skills.
Ability to effectively participate in teams to solve a business problem.
Must be able to listen and interpret needs of diverse groups.
Ability to effectively present information and respond to questions from business service partners and senior managers.
Solid command of MS Office software (particularly MS Excel).
Strong written and oral communication, analytical and documentation skills.
Must demonstrate effective problem solving, and leadership skills.
Qualifications:
Bachelor's or Master's Degree
Strong Communication & Technical skills
Responsible, dependable, quick learner
Demonstrated ability to adapt to new technology
Job Type: Full-time

Salary: $70,000.00 to $75,000.00 /year",,,WA
Civil Project Manager / Estimator,Sealand Contractors Corp.,,,"Job DescriptionSealand Contractors Corp. is currently looking for Project Managers with experience in Heavy Highway Construction within the Rochester, NY area. The positions will require the following requirements for consideration:
Must have completed a DOT or a local municipality project within the last five years.
Must be familiar with DOT Standard Specifications.
Must have the ability to coordinate subcontractors, compose monthly schedules, compose pay applications, negotiate monthly quantities.
Has estimating experience and can negotiate purchase orders.
This position is not an entry level position. All facets that are required to start a project and complete a project per the bid documents is necessary. This position is anticipated to be long term position with a competitive salary and benefits.

A formal interview will be required and references provided if selected.",,,
Business Analyst II,MTM,3.7 ,– MO-Lake Saint Louis,"Consider a Career at MTM

From entry level customer service positions, to challenging technology and leadership roles, MTM offers a wealth of employment opportunities. Our corporate culture promotes healthy living, excellent work-home life balance, and strategic career advancement opportunities in a rewarding work environment where you will make a positive impact in your community and beyond. In particular, MTM is committed to providing physical activity and wellness opportunities for our employees, and we have been recognized as a Gold Level Recipient of the American Heart Association’s Fit-Friendly Worksites Recognition program. As an employer, MTM offers excellent benefits and welcomes diversity; we are an affirmative action and equal opportunity employer. We invite you to apply for any of our open positions and look forward to providing you an opportunity to develop your career as a member of our team. If you can't find what you are looking for, please check out our affiliate Ride Right for more opportunities.

MTM, Inc. continues to grow and we are seeking a Business Analyst II

MTM, Inc. is a healthcare services and transportation management company whose mission is to develop innovative solutions for accessing healthcare, increasing independence, and connecting community resources. MTM is made up of people who share a passion for making a positive impact. Our culture promotes healthy living, excellent work/life balance, and career advancement opportunities. MTM is a fun place to work, where individuality is encouraged and hard work is rewarded.

The Business Analyst II will be accountable for guiding the actions of technology experts and Business Analysts by working closely with business units to analyze processes, analyze the business needs, and to provide recommended solutions. This role will solicit, define and manage requirements for internally and externally developed projects and implementations in a team oriented environment.

This position is located at our office in Lake St. Louis, Missouri.

Responsibilities:
Management and coordination of software development projects, including but not limited to maintenance and enhancements
Support users of assigned applications by conducting training and providing general guidance
Create application story maps and wire frames/GUI mock ups
Participate in requirement gathering sessions, stakeholder interviews, group sessions, and user observations
Lead sessions for small to medium applications/projects or a few large applications/projects
Communicate relative feedback, level of effort, and return on investment to business users for project prioritization
Act as a liaison between the business Customer and the technology providers, both internally and externally
Focus on user experience to satisfy overall vision of project or implementation
Work with Business Users, Development Team, and Quality Assurance Team on updating application documentation
Responsible for the analysis, architecture and specification of effective, efficient and innovative business technology solutions and services
Remain informed on ever changing information to ensure accuracy within business processes
Serve as a mentor to other Business Analysts
Minimum Qualifications:
High School Graduate or G.E.D
Bachelor’s degree in technical or business disciplines with outlined experience, however, willing to accept equivalent field experience in lieu of degree
Minimum three (3) years of relevant technical or business work experience
1+ years of SQL experience
Experience in software development methodologies including Agile and scrum processes
Experience in eliciting/documenting business requirements using interviews, group facilitation, data/workflow/system analysis and business process documentation
Previous experience collaborating with Business Users, Programmers, and Quality Assurance Testers in a corporate environment
Must be authorized to work in the United States and not require work authorization sponsorship by our company for this position now or in the future
Competency Based Qualifications:
Accurately articulates technical specifications in a manner the normal business user can understand
Ability to effectively work, demonstrate applications, and conduct presentations to all levels within the organization
Demonstrates a positive attitude and flexibility in areas such as job duties, schedule in order to serve business and operational goals
Ability to translate business processes into workflows and system requirements
Ability to manage multiple tasks and projects, and forge strong interpersonal relationships within the department, with other departments, and with external audiences
Ability to solve problems by utilizing training, knowledge, tools, and analytical skills
Ability to assimilate new and existing technologies
Exemplary communication skills. Must be able to address all levels of employees and customers.
Ability to be effective in a fast paced, dynamic environment with minimal supervision
Excellent planning, documentation, organizational, analytical, and problem solving abilities with a strong attention to detail
What’s in it for you?
Paid vacation
Holiday Pay
Health and Life Insurance Plans
Dental and Vision Plans
401(k)
Onsite Gym
Wellness Screenings
Birthday Holiday
Training Development
Casual Dress Environment
Scholarship Program
Healthy Market
Free Coffee
*These benefits may not be available at all locations

Equal Opportunity Employer: MTM is an equal opportunity employer. MTM considers qualified candidates with a criminal history in a manner consistent with the requirements of applicable local, State, and Federal law. If you are in need of accommodations, please contact People & Culture at (636) 561-5686 or talent@mtm-inc.net.",38000,61000,MO
"Program Manager, L1",Minerva Engineering,4.4 ,"– college park, MD","The Program Manager shall be responsible for the successful cost, schedule, and performance of the contract. Serves as the main point of contact for the Contracting Officer (CO), the Contracting Officers Representative (COR), the Government Program Manager, and the Contractors senior management. Directly contributes to program efforts in several areas, including cost management/avoidance, schedule estimation and tracking, contract performance management, risk management, requirements analysis, and quality assurance activities. Ensures proper performance of tasks necessary to ensure the most efficient and effective execution of the contract. The PM shall utilize expert communication skills needed to direct the skilled technical resources and report on the technical progress, issues, and problem areas, as well as write and review technical documents.

*TS/SCI with CCA required

Capabilities:
Allocate resources (staffing, facilities, and budgets) on the contract
Review and approve all earned value, Estimate To Complete, Funds and Man-hour Expenditure Report, or other financial reports as appropriate
Review and allocate management reserve within contractual limits
Ensure cross-discipline integration within the contract to meet Government needs
Work with the higher level program manager, if applicable, to provide effective and efficient management of the contractor's effort
Review and propose the Integrated Program Baseline (or resource loaded schedule) to the Government
Review risk and risk mitigation activities and allocate budgets for the same
Prepare program status reviews and other formal reviews to be presented to the Government PM
Ensure the timely recruitment and training of program staff - both direct and indirect
Review all financial and technical reports before release to the Government
Communicate issues and solutions to the Government PM in a timely and transparent manner
Ensure compliance with all regulatory and administrative requirements imposed by the contract in coordination with the Contractor's contracts staff
Five (5) years experience as a program or project manager in managing programs and contracts of similar scope, type, and complexity is required. Shall have at least one (1) year of demonstrated experience in conducting requirements analysis, resource allocation, project costing, deliverable tracking, schedule and financial data monitoring, and reporting. Shall be knowledgeable of the guidelines provided by the Federal Acquisition Regulation (FAR) and Defense Federal Acquisition Regulation Supplement (DFARS), DoD 5000 series, and Intelligence Community Directive (ICD) 801 policies. Shall have PMP certification, FAC-P/PM Entry Level certification or Defense Acquisition Workforce Improvement Act (DAWIA) Level 1 certification in Program Management.",,,MD
