name,company,company_review,est_salary,location,description
Consultant/Senior Consultant - Contract Accountancy & Finance,Oliver James Associates,4.7 ★,,– New York,"Job Description

Job Title: Consultant

Market: Finance & Accountancy

Location: 575 5th Ave. 22nd floor, New York 10017

Oliver James Associates:

We are an ambitious, entrepreneurial and privately-owned Recruitment Consultancy with a $135 million turnover operating out of 11 international offices. Established in 2002, we have grown organically and consistently over the past 16 years to become a renowned financial services search & selection organisation, with a current head count of circa 350 employees.

We opened 4 new offices last year and currently have a physical presence in Manchester, London, Dublin, Amsterdam, Brussels, Milan, Frankfurt, Zurich, New York, Hong Kong and Singapore. 2017 was an incredible and record-breaking year for us, with 103 promotions and 118 new hires.

The New York office:

Oliver James Associates have been working the USA market placing senior professionals across our core disciplines for around 4 years setting up physically in October 2015. We place senior professionals on both a contract and permanent basis across IT, Data & Analytics, Change Management, Finance & Accountancy, Actuarial and Underwriting, Claims and Broking into the financial services, consultancy, fintech and technology businesses.

The office is performing extremely well, in the first 18 months in the USA we saw 4 of the team finishing in the top 15 globally and this success has continued with the USA. In 2017, New York produced the top perm biller globally and saw 6 in the top 20 for perm and contract billers across the global business.

This really is an incredible opportunity to join a company with a start-up culture and close-knit team without the usual funding problems of a start-up. You will have full backing from a $135 million company, invested into our systems, offices, networking events, your professional/personal development and entertainment.

It's a relaxed yet high performing working environment and an extremely fun team! Quarterly lunch clubs and incentives. Free drinks on Friday's. Holiday incentives. 1hr 30 minutes for the gym at lunch time.

The Role:

You will be joining an established team of 5 across both contract and permanent Finance and Accountancy markets in New York. This division launched 18 months ago and has quickly developed into a lucrative market, with expected billings from the top biller surpassing $250K in the first 9 months! Average salaries worked are $100K although placements have gone to above $200K annual salaries. The team dynamic is very fun and close knit, boasting a wealth of knowledge within this discipline. We are looking for someone commercially minded and energetic to join as Consultant or Senior Consultant to work on the contract team covering Finance & Accountancy across New York, with clearly defined targets and career progression path.

Job Description:
Proactively create, maintain, and develop a network of candidates via sales focused telephone activity
Proactively promote Oliver James Associates business and services to new and existing clients
Identify new sales leads, network and meet with new and exisiting clients
Keep up with current and anticipated demand of candidates with a clearly outlined skillset, maximising efficiency through the effective use of LinkedIn and internal databases
Actively mapping a candidate pool in response to client's hiring requirements
Screen, interview and assess candidates in line with company standards to ensure a thorough understanding of their job and career requirements
What we can offer you;
Global relocation is actively encouraged within Oliver James Associates once proven - either to existing offices or to set up your own.
On top of a competitive basic salary we boast a lucrative commission scheme; it is all transparent and uncapped rather than team based - so you are in control of your own income and know exactly what your take home is.
Culture - Our culture is unique and maintaining this is of the up-most importance to Oliver and James as well as all Global Directors and Senior Stakeholders. Annually we spend $1 million on company entertainment so you can get to know your counterparts around the world. This consists of quarterly lunch clubs, quarterly team events, Spring & Christmas parties and a VIP Summer trip!
Award-winning in-house learning and development team - for every stage of your career (on recruitment and management).
Fast track progression, Oliver James Associates provide you with the right tools to propel your career with case studies of entry level candidates progressing to Director within 3,4,5 years!
https://www.glassdoor.co.uk/Reviews/Oliver-James-Associates-Reviews-E795860.htm- OJ's reviews from past and present employees
https://www.youtube.com/channel/UCVGgRExzuqIMu2F5ESSRAxg- Our YouTube channel so you can check out our company parties, client networking events, new office launches and more!
Please apply for a confidential conversation with our internal recruitment team about the opportunity
Start your job application: click Easy Apply"
Entry Level IT Consultant,"Levvel, LLC",4.7 ★,,"– Plano, TX","At Levvel you’ll work alongside other talented technology professionals on a variety of projects. Our clients range from Fortune 500 companies to the earliest startups. We help companies deliver features into production at a faster pace by leveraging modern techniques and technologies. We are looking for people who want to build incredible technical skills while also being exposed to all aspects of business. This position does require up to 75% travel. Must be available to start within 1-3 weeks of an offer.

We're looking for people who are naturally curious, have a passion for learning, and possess the focus to translate those learnings into tangible results. We look for people who are passionate and driven by a desire to imagine and build transformative solutions.

You’ll have tons of opportunity to expand your skills and apply those skills to interesting new problems. We hire developers who are hungry to learn and keep up with the newest trends. For this role we’re looking for a modern application developer that brings not only technical skills, but also the ability communicate clearly and to collaborate effectively. You should be passionate about challenging yourself and solving real business problems by applying the right tools and technologies.

Primary job responsibilities
Work hands-on and be passionate about writing clean, maintainable code in a variety of frameworks and at all levels of the stack
Model complex problems using a variety of technologies
Learn new technologies quickly
Travel weekly throughout the U.S. and Canada
Required skills

Extensive experience with our tools is not required, but you will need to be able to learn new technologies quickly. Here's how your skillset will evolve and what will be expected from you during your first year in the role.

At 2 months, be prepared to join a project team by acquiring the following:
An understanding of how Partner Products are positioned in the market
Hands-on product experience sufficient to independently build common requirements
Working knowledge of how Git and Maven are used to integrate Partner Products into modern continuous delivery pipelines
Within 9 months, be ready to contribute to a the team by attaining the following:
Product Demos and leading customer Proof of Concepts
A successful, collaborative delivery of customer requirements
Knowledge of how a customer use case can be developed into a project plan and what percentage of the requirements are met by partner products vs. complementary technologies
A working understanding of the relationship between Partner products and application servers, integration frameworks, databases, and the Linux operating system
Understanding of advanced product features
Within 12 months, be contributing to the state of the art by accomplishing the following:
Helping other consultants learn Partner Products
Contributing lessons learned, best practices, and how-tos to our internal and external communities of practice
Applying new technologies, frameworks, or methodologies to Partner Products
Check out our reviews on glassdoor.com. Working for Levvel provides tons of opportunity for growth with access to senior leaders, mentors, and professional development opportunities. We also provide some great benefits, including:

Competitive salary

Profit Sharing Bonus

401k matching of up to 6%

4 weeks’ vacation

10 paid holidays

Health, dental, vision

The opportunity to learn and work with the latest and greatest technologies"
Human Resources Transformation Consultant,Brightstar Media Organization,,,,"Position Summary

This position will work collaboratively with the Regional Human Resource Manager and facility management providing superior human resources services to our employees and the facility.

This position will support a broad range of human resource activities including employee engagement, performance management, recruitment and selection, equal employment, grievance tracking, labor relations, employee benefits, compliance training, employment transactions in SAP and maintenance of personnel files.

This is a ?hands on? position that requires interaction and visibility with all levels of the organization.

This is considered an entry level and developmental position in the function. As such, the successful candidate should have some (1-3 years) Human Resource experience or associated class work, must demonstrate leadership potential and be open to career growth and relocation opportunities in the future.

Highly competitive candidates would have more than 1 - 5 years human resource experience.

Related training/experience/education in human resources, business or a related field is required for consideration.

Successful candidates must be willing to be flexible as it relates to work hours and work location during the week.

Candidates must be customer focused, have excellent problem solving, organizational, communication and people skills.

Specific competencies include functional/technical skills, action oriented, managerial courage, dealing with ambiguity, career ambition, command skills, motivating others, organizing, drive for results, problem solving, strategic agility and building effective teams."
Business Intelligence & Analytics Consultant - Entry Level Opportunities,Thorogood,4.0 ★,$79k-$95k(Glassdoor est.),"– Philadelphia, Pennsylvania","Thorogood is an independent, specialized consulting firm that works with some of the biggest and best-known companies around the world. We work with managers at all levels to help them understand their business goals in the context of the technical possibilities and to design and develop business intelligence and analytics solutions. We compete on the basis of our specialism, our people, high quality and assured delivery.

Our consultants are expected to have a strong interest in business, and excellent listening, writing and presenting skills as well as the aptitude and motivation to master multiple technologies in a fast-moving field. We work in combination with customers and colleagues (in the US, UK, India, Singapore, and Brazil) to provide effective solutions. The ability to work collaboratively and effectively as part of a distributed team is a pre-requisite.

Our most successful consultants develop a well-rounded set of skills around consulting and people management, business understanding and technology. You’ll do so through
Comprehensive training: (depending on prior experience) You will start with our training program, in which experienced consultants will introduce you to the technologies we work with, the industries we serve and the way we develop our business. Crucially, we will share how we live our values. When you’ve finished, we’ll plan to have you working on a client project immediately.
Building your core technology skills: We’re the kind of people who learn best by doing. You’ll be working on a team locked onto business value for the customer to develop fast, effective and high quality technical solutions.
Working with top clients - some of the biggest and best-known companies in the world: You’ll be a part of client interactions, sometimes leading them, to make sure we’re keeping our projects on track and our clients happy.
Developing relationships: We consider ourselves trusted advisors for our clients. We earn this trust through open communication and by delivering valued solutions.
Working as part of a supportive project team: You’ll be working either from our office or travelling externally to the client's site. Your project team will be a mix of experienced and more junior consultants working together daily to support one another along the way.
Become an expert yourself: Our experts are not necessarily the most tenured people at Thorogood. In the rapidly changing world of Business Intelligence and Analytics, we look to all levels of experience for our expertise in new technologies.
In addition to client work, Thorogood consultants run our company. We expect you’ll be contributing here, too.
Helping to grow your own value and our business: Interact with clients, listen to their needs and assist in business development meetings and demonstrations to help them understand their business goals in the context of what’s technically possible.
Get involved with our educationally-focused marketing events: Prepare and deliver informational events for prospective clients.
Helping to develop our consultancy: Contributing to recruiting, training and managing.
We hand select each of our consultants very carefully, and we place a great deal of value on their growth and happiness. In addition to a challenging and rewarding career path, Thorogood offers the following benefits:
Company sponsored health coverage
401k program with employer match
Generous vacation allowance
Incentive programs
Opportunities to travel
Focus on work-life balance
This position is based in our Center City, Philadelphia office for a start date in early 2019.

Our US company is actively expanding to the New England area. Successful candidates interested in joining our new Boston office will start their Thorogood career in our Center City, Philadelphia office in early 2019 for a one-year rotational period. Consultants will locate to the Boston area in early 2020.

Desired Skills and Experience

As a growing organization, we are constantly looking for people who are interested in business, technology and data driven decision making to join our consulting teams.

Qualified candidates must have:
Solid academic record in a related discipline, particularly engineering, computer science, mathematics, business or management.
1-3 years of work experience. Previous experience working in BI, analytics or data science, or in one or more of our target industries of consumer packaged goods, financial services, pharmaceuticals and insurance is welcome but not required.
Candidates must demonstrate effectiveness with:
Working individually or as part of project teams
Responsibility and accountability for quality and work delivery
Client focus and relationship management
Time management and priority setting
Data awareness and business interest
Learning new technology
Successful candidates will be capable of and motivated by working across the entire project lifecycle as part of a globally distributed team, demonstrating strong interpersonal communications and relationship management skills. They will have the motivation to take on new responsibilities.

Please highlight any experience you have with:
Cloud BI & Analytics technologies: AWS, Microsoft Azure, etc.
R, Python or other software for statistical analysis
Microsoft BI – SQL Server, Integration Services (SSIS), Analysis Services (SSAS), Reporting Services (SSRS), Power BI, Cortana Intelligence Suite
Anaplan
Tableau
Amazon Redshift
QlikView
Teradata
SharePoint
SAP BO/WEBI
**Please include a cover letter with your resume for consideration and specify desired office location (Philadelphia, Boston).**

Please note: Thorogood will ensure that every employee is authorized to work in the United States. If you are offered employment with the Company, we shall require proof of your authorization to work within the United States. Thorogood does not sponsor applicants for work visas. Applicants must be currently authorized to work within the United States on a full-time basis."
Business Consultant (Entry Level) J2754:NY,Pareto Law,3.9 ★,,"– Jersey City, NJ","Job Description
Job Title: Business Consultant (Entry Level)

Location: Jersey City, NJ

Salary: $40K ($60K OTE)

REF: NYGJGT

Sector: Technology

Our client:

An innovative, dynamic tech/telecoms company are on the lookout for ambitious college graduates to join their team as a Business Consultant. This multi-award winning company boast a lively atmosphere in a sought after, central location. With offices across the globe, there are myriad opportunities for progression both across the US and around the world!

What you’ll get:

Our client boasts an excellent working environment – one that has won them many awards as well as placed them on several of the “Top companies to work for” lists. If you’re looking to kick start your career with a company who invest and believe in the importance of their employees, don’t miss this unrivalled opportunity – apply today!

- Competitive salary of $40,000

- Excellent, uncapped OTE of $60K

- Regular socials in a welcoming, inclusive culture

- Excellent scope for progression

- 401(k) contributions and Healthcare packages available

- Lucrative bonus/incentive schemes

- Fun, modern offices in a modern, inclusive atmosphere

Your role:

Your role is made up of several different responsibilities as you provide clients with solutions. Our client requires someone with an analytical mind-set to apply their knowledge to a consultancy role. You will use a specialist approach to liaise with clients regarding the tailor-made solutions you can provide them with, ably engaging with and presenting to them. The successful candidate will be a confident communicator with a pragmatic approach.

You will be:

- A college degree holder (Bachelor’s only)

- Excellent communication/interpersonal skills

- Ambitious and driven

- Equally as comfortable in a team as you are working independent

Next Steps:

If you require this job specification or to apply in an alternate format please visit the Pareto website.

(Please note that due to the high volume of applications we receive we are unable to contact all applicants directly. If you haven’t heard from us within 28 days please consider your application to have been unsuccessful.)
Company Description
Here at Pareto, we look at recruitment differently. That's why we offer a unique alternative to traditional recruitment agencies, taking you on the full journey from application through to assessment, training, placement and beyond."
Business Analyst 1,Kforce,3.9 ★,,"– Irving, TX","RESPONSIBILITIES:

Kforce has a client in search of a Business Analyst 1 in Irving, Texas (TX).

Duties Include:
Facilitate the accurate and timely data matching of new company customers from a contracts perspective
Work directly with Company Account Managers to validate GPO membership
Answering phone calls from our internal customers, (i.e. Account Managers, Project Managers
Answers routine questions as they pertain to GPO rules and membership requirements
REQUIREMENTS:
4-year degree in Finance or related field or equivalent experience
Entry level professional
To be considered for this position, candidates must have experience in a similar role or they must possess significant knowledge, experience, and abilities to successfully perform the responsibilities listed
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Apply Now: click Apply Now"
Associate Consultant SAP Procure-to-Pay,Wipro,3.5 ★,,– Detroit - Michigan,"Mandatory Skills:

SAP MM - Materials Management

Desirable Skills:

SAP ERP data migration skills - ETL approach

Job Description:

Key skills required for the job are:
SAP MM - Materials Management-L3 (Mandatory)
SAP ERP data migration skills - ETL approach-L3
As a Lead, you are responsible for managing a small team of analysts, developers, testers or engineers and drive delivery of a small module within a project (Delivery/Maintenence/Testing) You may serve as entry level specialist with expertise in particular technology/industry domain/a process / application / product. You are responsible for functional/technical track of a project.

Minimum work experience:5 - 8 Years

Roles & Responsibilities:

Minimum Experience Required:
Mandatory Skills: SAP MM - Materials Management
SAP MM - Materials Management, SAP SRM - Supplier Relationship Management, SAP WM - Warehouse Management
Desirable Skills: SAP ERP data migration skills - ETL approach
Language Skills: English Language"
ENERGY CONSULTANT - APPLE VALLEY,Vivint Solar,3.2 ★,,"– Palmdale, CA","Entry Level Energy Consultant

$6,000 New Rep Bonus1



We're looking for future leaders to eventually oversee ongoing national expansion. When you join the Vivint Solar team, you'll experience a shared dedication to a greater goal, and an opportunity to be part of a future-focused team of innovative leaders as we are continuously growing.

As a full-time entry-level representative, you'll be trained in all of our products and be able to deliver interactive presentations that will teach communication skills, negotiation tactics, and strategic planning. This position is also the perfect entrance into all other aspects of our business.

Primary job responsibilities include:
Development and coordination of marketing strategies
Promotion of VIVINT SOLAR products and services to prospective and existing clients
Delivery of interactive sales presentations on eco-friendly, green products and services
Network and expand customer base
Participation in ongoing training camps on a weekly basis
Qualifications:
Highly developed interpersonal, organizational and communication skills
Ability to speak publicly with confidence and poise
Strong sense of ambition, self-motivation and self-discipline
Open-minded with a passion for learning a wide-range of skills that will carry through a variety of career paths
Naturally outgoing and articulate individual who thrives in social settings
Desire to mentor other colleagues after refining your skill set
Ability to work Mon - Fri: 11 am to 7 pm & Saturdays - 9 am to 3 pm
Compensation and Benefits:
Continual performance-based earning opportunities with the potential to earn additional bonuses annually
Monthly opportunities for performance-based non-monetary rewards, such as luxury vacations, high-end electronics, gift cards and tickets to concerts and sporting events
A dynamic social program filled with can't-miss events, parties, and activities, including an annual bonus in the form of a company trip to a tropical destination for you and a significant other
$85,000 Average Annualized Compensation of Active Energy Consultants.2

1_ _The New Rep Bonus, also referred to as the New Rep Commission, is earned over the course of several weeks upon the completion of certain requirements and is not guaranteed.

2_ _Because Energy Consultants are paid commissions based on their individual performance, individual earnings will vary. The Average Annualized Compensation of Active Energy Consultants is the average annualized sales commissions earned by all Vivint Solar Energy Consultants who created 12 or more accounts that reached permitting between 9/1/2016 and 2/28/2017."
Recruiting Consultant,Allstate Insurance Company,3.5 ★,,"– Irving, Texas","Job ID : ******
Location : Irving, TX US
Level : Entry Level Professional
Job Category : Human ResourcesDescription :
Where good people build rewarding careers.
Think that working in the insurance field can't be exciting, rewarding and challenging? Think again. You'll help us reinvent protection and retirement to improve customers' lives. We'll help you make an impact with our training and mentoring offerings. Here, you'll have the opportunity to expand and apply your skills in ways you never thought possible. And you'll have fun doing it. Join a company of individuals with hopes, plans and passions, all using and developing our talents for good, at work and in life.

Job Description

The Employee Recruiting Consultant acts as a Talent Adviser and manages searches for positions across a variety of skill sets in the market (internal and external recruitment). May also manage searches across different internal client groups. The role assists in the development, direction, planning, and evaluation of the external and internal recruitment activities to satisfy the organization's employee staffing requirements. The Consultant participates in the sourcing approach and client relationship. They ensure the maintenance of accurate and concise records and reports concerning all phases of the recruitment process, and shares reports accordingly with client. They may recruit from colleges, technical schools, job fairs and other company sponsored events.
Implements strategy, works closely with hiring manager to build strategy that includes sourcing and diversity
Identifies recruiting and labor market trends in which the recruiter recruits
Gathers and analyzes competitive industry information regarding salary, benefits, and employment practices (through interactions with client, peers in the industry, SHRM and Corporate Executive Board, etc.)
Provides input to respective areas on staffing strategy
Stays abreast of current and future hiring and business needs
Serves as Recruiter for assigned searches
Executes full cycle recruiting activities including:
Completes Hiring Manager Questionnaire - obtain position history, understanding of the department, position requirements, relocation information, sourcing contacts, diversity goals, competitor information, and compensation
Explains recruiting process to hiring managers and set expectations around timing and the labor market
Posts assigned requisition in Talent Connection and ensure job postings are clear, well written and compelling
Conducts salary analysis by using SAP and current market data
Extends and negotiates job offers, provide overview of benefits, and orders background
Assists to implement client hiring strategy based on business goals
Establishes and maintain positive and productive relationships with HR Business Partners, HR Client Partnership, hiring managers and leaders
Communicates proactively and consistently with leaders and candidates throughout the course of the search regarding status, scheduling, interviews, process, and practices. Communications could include any or all of the following:
Manages candidate experience; ensures candidate has a positive experience and apply judgment when candidate situation deviates from practice
Possesses knowledge and understanding of client specific business goals and strategies
Possesses knowledge of company goals and competitive position
Understands job requirements - strong knowledge of skills and abilities (competencies) required for different positions
Gathers intelligence on new staffing needs
Manages pipeline and vendor as necessary
Clears and monitors background/drug screens positions
Provides adhoc reports as needed
Monitors progress and status of requisitions
Meets with clients regularly to review recruiting activity (total positions filled, hiring sources, days to fill, etc.) and discuss projections
Job Qualifications
Bachelor's degree; PHR/SPHR preferred
2-3 years of recruiting experience preferred
Experience with Success Factors highly desired
Client relationship skills with the ability to communicate proactively and consistently with clients at all levels across the enterprise
Professional with strong organizational and communication skills
Knowledge of business, HR and industry best practices
Knowledge of the Microsoft Suite of business software
Project management skills
Time management skills including ability to handle multiple projects, prioritize and organize
Business writing skills
Ability to establish, manage and leverage relationships with internal and external partners
Creative thinking and problem solving
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.
Good Work. Good Life. Good Hands.
As a Fortune 100 company and industry leader, we provide a competitive salary - but that's just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you'll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy.
Learn more about life at Allstate. Connect with us on Twitter, Facebook, Instagram and LinkedIn or watch a video.

Allstate generally does not sponsor individuals for employment-based visas for this position.
Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click 'here' for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click 'here' for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

It is the policy of Allstate to employ the best qualified individuals available for all jobs without regard to race, color, religion, sex, age, national origin, sexual orientation, gender identity/gender expression, disability, and citizenship status as a veteran with a disability or veteran of the Vietnam Era."
Financial/Business Analyst,Change Healthcare,2.9 ★,$52k-$83k(Glassdoor est.),– Alpharetta,"Transforming the future of healthcare isn’t something we take lightly. It takes teams of the best and the brightest, working together to make an impact.As one of the largest healthcare technology companies in the U.S., we are a catalyst to accelerate the journey toward improved lives and healthier communities.Here at Change Healthcare, we’re using our influence to drive positive changes across the industry, and we want motivated and passionate people like you to help us continue to bring new and innovative ideas to life.

If you’re ready to embrace your passion and do what you love with a company that’s committed to supporting your future, then you belong at Change Healthcare.Pursue purpose. Champion innovation. Earn trust. Be agile. Include all. Empower Your Future. Make a Difference.

Financial Analyst

TES (Technology Enabled Solutions) helps physicians and hospitals thrive in the new health care environment. Our team brings deep-rooted experience managing change, comprehensive domain expertise and commitment to technology openness. The Financial Analyst will support the Emergency Medical Services (EMS) and Financial Management (FM) specialties by managing forecasts, budgets and pricing with full P&L responsibilities.

Position Description

This position will support the TES business unit and within this group will have specific responsibilities for the EMS and FM specialties. The Financial Planning and Analysis (FP&A) activities include, but are not limited to:

Financial Analysis and Decision Support

Compare the monthly results to current and prior forecast, budget and prior year same period and provide specific business drivers for variances. Gather, analyze and prepare the monthly forecast with the EMS and FM leaders. Review customer contracts, understand and communicate the financial impact of payment terms and other contractual details to ensure revenue recognition terms are appropriately reflected in the forecast and budget. Communicate and advise Specialty Leadership and Finance Leadership on the key metrics, business drivers, and risks & opportunities. This includes analyzing services performance against historical performance, budgets, and forecasts. Act as a business partner with the assigned Operational Leaders by providing value added financial analysis as needed.

Forecasting, Budgeting and Strategic Planning

Coordinate with the Operational Leadership to develop monthly Forecasts, annual Budgets, and 3-year Strategic Plans for EMS and FM revenue and related expenses in a manner that yields challenging, but achievable results.

Pricing for new deals and contract amendments

Work with Sales and Operational leadership to develop pricing models for new deals and existing clients to ensure contracts meet requirements set by Finance.

Perform special projects as assigned

The position requires limited travel. Workload will vary with forecasting, closing and budgeting periods being particularly heavy.

Minimum Requirements

0-2 years accounting, finance, finance analytics or similar experience. This is an entry level position.

Critical Skills

0-2 years hands on finance experience

Modeling - Ability to create financial models for ad-hoc reporting and working with large volumes of data

Advanced Excel skills

Excellent communication skills

Exposure to being a strategic partner - offering feedback and influencing decisions

Additional Knowledge & Skills

SAP and TM1 product knowledge a plus

Healthcare industry experience a plus

Masters degree in finance and accounting is preferred, not required

Education

4-year degree in finance or related field or equivalent experience; MBA a plus

Join our team today where we are creating a better coordinated, increasingly collaborative, and more efficient healthcare system!

Equal Opportunity/Affirmative Action Commitment

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.
To apply to this job, click Apply Now"
Entry Level Renewable Energy Consultant,Entrust Energy,4.0 ★,,"– Houston, Texas","***NOW HIRING!!! NO EXPERIENCE NECESSARY!!!***

ENTRUST ENERGY SALES CONSULTANT

Join the renewable energy movement! Entrust Energy is now hiring Outside Sales Consultants to bring renewable energy to the state of Texas.

As a sales consultant, you will have an opportunity to be a leader in one of the fastest growing industries. At Entrust Energy, we are looking for motivated and ambitious leaders who want to help communities go green while enhancing their careers.

As a sales consultant, you will canvass assigned territories educating homeowners on the benefits of renewable energy and how it can help them reduce their energy cost by getting a more affordable plan for their homes. You will maintain a sales pipeline by achieving both personal and team goals and targets. As a sales consultant, you will quantify and qualify leads for potential clients.

Each consultant is provided with a login to an app that will help you with leads to help achieve your goals

The ideal Sales Consultant is:
Highly motivated and passionate about sales
Positive, professional and outside-the-box thinker
Self-disciplined and honest
Excellent verbal and written communication skills.
Proven track record of meeting and exceeding sales goals.
As a sales consultant, you must be flexible working Saturdays and evening hours when customers are most often available. Must be able to pass a background check.

CONTACT OUR TALENT ACQUISITION TEAM TODAY!! GET HIRED TOMORROW!!!

Job Type: Full-time

Salary: $800.00 to $2,000.00 /week

Experience:
sales: 1 year (Preferred)
Customer Service: 1 year (Preferred)"
Promotional Events Consultant,White House Marketing,3.9 ★,$37k-$61k(Glassdoor est.),"– Corona, California","White House Marketing INC.; an interactive candidate resource that specializes in connecting up and coming talent to entry level opportunities all across America, is excited to announce that one of its premiere promotional & experiential marketing clients is looking for an Entry Level Promotional Marketing Assistant to join their promotions team!

As a leader in experiential marketing & client acquisitions, our client specializes in creating and implementing customized marketing strategies for a large portfolio of clients. By using a personalized approach to brand recognition, our client is able to connect brands directly with consumers through merchandising, sales, direct advertising, sampling, promotions, and lead generation within local markets and businesses across the globe!

In this entry level role, the Entry Level Promotional Marketing Assistant will use their upbeat personality and extraordinary ability to capture an audience to create excitement with target demographics throughout the duration of promotional campaigns in a variety of settings. The Entry Level Promotional Marketing Assistant will also assist the promotions team with executing any administrative, advertising, marketing and/or sales tasks required.

Responsibilities
Develop, setup and publish advertising used to create brand awareness and generate increased attendance during each promotion
Promote consumer excitement and brand connections through consumer interaction and product/service demonstrations and explanations
Build product & brand knowledge of each featured brand/product/service being promoted. Educate new employees of product/service benefits, costing, details, etc.
Manage supplies and inventory
Basic sales
Maintain relationships with corporate partners, marketing/advertising clients and stakeholders
Role

The ideal candidate will successfully progress from this Promotional Marketing Assistant opening into an advanced management training program designed to prepare team members for a management role in one of the many aspects of promotional & experimental marketing including but not limited to
Brand marketing
Advertising
Client relations
Sales
Public Relations
Merchandising
Sales Promotion
Client Acquisition
Advertising & Sales Account Management
Job Requirements
College degree in sales, marketing, advertising or similar field preferred (new graduates are welcome to apply)
1-2 years of experience in a sales promotion, marketing, advertising or any related setting is an asset. Internship experience and previous entry level experience will as be considered as working experience.
Outstanding written & verbal communication skills
Excellent organization and planning skills
Self-motivated and results driven
Ability to work some nights and weekends for events and promotions
Excellent time management skills and ability to adhere to a schedule
Enthusiastic about providing best possible customer service for clients and consumers
Positive attitude & eagerness to learn
If you can't wait to become an enthusiastic sales promotions professional and are ready to create and promote product, service & brand hysteria on a daily basis our client would love to hear from you!

Five Nine Solutions, Inc. is a high energy promotional marketing firm in the nation. We specialize in brand management and client acquisition. All representatives are cross trained in marketing and sales through events, promotions, product launches, and demonstrations. Five Nine Solutions focus is to grow the territory and promote representatives from within to aid in the territory management and training of future business partners.

Seniority Level

Associate

Industry
Marketing and AdvertisingPublic Relations and CommunicationsConsumer Goods
Employment Type

Full-time

Job Functions
Management Manufacturing"
ENERGY CONSULTANT - WASATCH,Vivint Solar,3.2 ★,,"– Ogden, UT","Entry Level Energy Consultant

$6,000 New Rep Bonus1



We're looking for future leaders to eventually oversee ongoing national expansion. When you join the Vivint Solar team, you'll experience a shared dedication to a greater goal, and an opportunity to be part of a future-focused team of innovative leaders as we are continuously growing.

As a full-time entry-level representative, you'll be trained in all of our products and be able to deliver interactive presentations that will teach communication skills, negotiation tactics, and strategic planning. This position is also the perfect entrance into all other aspects of our business.

Primary job responsibilities include:
Development and coordination of marketing strategies
Promotion of VIVINT SOLAR products and services to prospective and existing clients
Delivery of interactive sales presentations on eco-friendly, green products and services
Network and expand customer base
Participation in ongoing training camps on a weekly basis
Qualifications:
Highly developed interpersonal, organizational and communication skills
Ability to speak publicly with confidence and poise
Strong sense of ambition, self-motivation and self-discipline
Open-minded with a passion for learning a wide-range of skills that will carry through a variety of career paths
Naturally outgoing and articulate individual who thrives in social settings
Desire to mentor other colleagues after refining your skill set
Ability to work Mon - Fri: 11 am to 7 pm & Saturdays - 9 am to 3 pm
Compensation and Benefits:
Continual performance-based earning opportunities with the potential to earn additional bonuses annually
Monthly opportunities for performance-based non-monetary rewards, such as luxury vacations, high-end electronics, gift cards and tickets to concerts and sporting events
A dynamic social program filled with can't-miss events, parties, and activities, including an annual bonus in the form of a company trip to a tropical destination for you and a significant other
$85,000 Average Annualized Compensation of Active Energy Consultants.2

1_ _The New Rep Bonus, also referred to as the New Rep Commission, is earned over the course of several weeks upon the completion of certain requirements and is not guaranteed.

2_ _Because Energy Consultants are paid commissions based on their individual performance, individual earnings will vary. The Average Annualized Compensation of Active Energy Consultants is the average annualized sales commissions earned by all Vivint Solar Energy Consultants who created 12 or more accounts that reached permitting between 9/1/2016 and 2/28/2017."
